Tragelaphus scriptus
Tragelaphus spekii
Tragelaphus strepsiceros
Tragulus kanchil
Tragulus napu
Tragulus williamsoni
Tremarctos ornatus
Urocyon cinereoargenteus
Ursus americanus
Ursus arctos
Ursus maritimus
Ursus thibetanus
Urva edwardsii
Viverra megaspila
Viverra tangalunga
Viverra zibetha
Viverricula indica
Vombatus ursinus
Vormela peregusna
Vulpes bengalensis
Vulpes cana
Vulpes chama
Vulpes corsac
Vulpes ferrilata
Vulpes lagopus
Vulpes macrotis
Vulpes rueppellii
Vulpes velox
Vulpes vulpes
Wallabia bicolor
Zaedyus pichiy
